sample	cnv	accession	n_cnvs	total_size	coverage_percent	span_percent	size_smallest	size_largest	std_regions_size	norm_depth_mean	norm_depth_median	smooth_depth_mean	smooth_depth_median	chrom_depth	chrom_norm_depth	genome_depth	chromosome	length	lineage	chrom_category_aneuploidy	chrom_category_size	strain	source	dataset	vni_subdivision	samples_in_dataset_lineage	samples_in_lineage	samples_in_sublineage	samples_in_lineage_source	total_samples
ERS1142718	duplication	CP003832.1	1	8500	1.12	1.12	8500	8500	NA	2.86	2.77	2.57	2.65	45.53	1.01	45.24	chr13	756744	VNI	Euploid	Absent	BK51	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142718	deletion	CP003832.1	3	39500	5.22	82.39	9000	20500	6370.5	0.24	0.08	0.14	0.12	45.53	1.01	45.24	chr13	756744	VNI	Euploid	Small	BK51	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142718	duplication	CP003833.2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	46.03	1.02	45.24	chr14	942867	VNI	Euploid	Absent	BK51	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142718	deletion	CP003833.2	2	22867	2.43	52.33	6867	16000	6458.01	0.1	0.02	0.06	0.02	46.03	1.02	45.24	chr14	942867	VNI	Euploid	Absent	BK51	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003820.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.91	1	26.86	chr01	2291499	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003820.1	5	49500	2.16	99.93	6000	16000	4219	0.1	0.01	0.05	0.02	26.91	1	26.86	chr01	2291499	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003821.1	1	6500	0.4	0.4	6500	6500	NA	47.71	52.31	46.85	50.72	26.85	1	26.86	chr02	1621675	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003821.1	2	52175	3.22	48.2	1175	51000	35231.6	0.14	0.02	0.09	0.03	26.85	1	26.86	chr02	1621675	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003822.1	1	4000	0.25	0.25	4000	4000	NA	3.74	3.96	1.69	1.69	26.93	1	26.86	chr03	1575141	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003822.1	3	37641	2.39	100	3141	24500	10904.91	0.11	0	0.04	0	26.93	1	26.86	chr03	1575141	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.84	1	26.86	chr04	1084805	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003823.1	3	38305	3.53	100	8305	21000	7137.3	0.22	0.02	0.08	0.04	26.84	1	26.86	chr04	1084805	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.94	1	26.86	chr05	1814975	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003824.1	4	26475	1.46	100	3000	11500	3570.44	0.17	0.08	0.16	0.13	26.94	1	26.86	chr05	1814975	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	27.08	1.01	26.86	chr06	1422463	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003825.1	3	24963	1.75	100	2000	19500	9708.89	0.14	0.04	0.07	0.04	27.08	1.01	26.86	chr06	1422463	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003826.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.93	1	26.86	chr07	1399503	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003826.1	3	38003	2.72	100	2503	29000	14284.71	0.13	0.05	0.08	0.06	26.93	1	26.86	chr07	1399503	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.81	1	26.86	chr08	1398693	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003827.1	6	75193	5.38	100	4500	36500	12077.86	0.11	0.01	0.07	0.01	26.81	1	26.86	chr08	1398693	VNI	Euploid	Small	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.82	1	26.86	chr09	1186808	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003828.1	3	49308	4.15	100	4000	25308	11092.08	0.19	0	0.06	0	26.82	1	26.86	chr09	1186808	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.86	1	26.86	chr10	1059964	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003829.1	3	19964	1.88	100	1000	11500	5296.58	0.14	0	0.08	0.05	26.86	1	26.86	chr10	1059964	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.82	1	26.86	chr11	1561994	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003830.1	5	80994	5.19	100	6500	34500	11627	0.17	0	0.07	0.01	26.82	1	26.86	chr11	1561994	VNI	Euploid	Small	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.56	0.99	26.86	chr12	774062	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003831.1	2	28500	3.68	20.15	9500	19000	6717.51	0.12	0.01	0.08	0.01	26.56	0.99	26.86	chr12	774062	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003832.1	1	7500	0.99	0.99	7500	7500	NA	2.2	2.12	2.01	2.04	26.59	0.99	26.86	chr13	756744	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003832.1	4	41500	5.48	99.84	2500	20000	7261.49	0.26	0.07	0.13	0.11	26.59	0.99	26.86	chr13	756744	VNI	Euploid	Small	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	duplication	CP003833.2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	26.71	0.99	26.86	chr14	942867	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542328	deletion	CP003833.2	2	23367	2.48	52.33	8367	15000	4690.24	0.12	0.01	0.07	0.01	26.71	0.99	26.86	chr14	942867	VNI	Euploid	Absent	BK54	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003820.1	2	7000	0.31	83.9	2500	4500	1414.21	1.67	1.69	1.68	1.68	37.94	0.97	39.29	chr01	2291499	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003820.1	5	45000	1.96	99.8	6000	15500	3921.1	0.12	0.01	0.08	0.06	37.94	0.97	39.29	chr01	2291499	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003821.1	2	10000	0.62	82.88	3000	7000	2828.43	30.79	47.56	29.97	47.38	37.69	0.96	39.29	chr02	1621675	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003821.1	3	48675	3	48.23	1175	26000	13226.46	0.16	0.03	0.11	0.04	37.69	0.96	39.29	chr02	1621675	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003822.1	2	4500	0.29	96.75	500	4000	2474.87	6.21	7.51	3.44	3.67	38.46	0.98	39.29	chr03	1575141	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003822.1	3	36641	2.33	100	3141	24500	11036.19	0.1	0	0.04	0	38.46	0.98	39.29	chr03	1575141	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003823.1	1	3500	0.32	0.32	3500	3500	NA	1.62	1.6	1.61	1.61	40.56	1.03	39.29	chr04	1084805	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003823.1	4	36305	3.35	100	7305	12500	2404.84	0.16	0.03	0.09	0.08	40.56	1.03	39.29	chr04	1084805	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.83	0.99	39.29	chr05	1814975	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003824.1	3	20475	1.13	100	3500	11500	4167.36	0.16	0.08	0.15	0.1	38.83	0.99	39.29	chr05	1814975	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.72	1.01	39.29	chr06	1422463	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003825.1	3	25963	1.83	100	2500	20000	9837.43	0.17	0.08	0.1	0.08	39.72	1.01	39.29	chr06	1422463	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003826.1	3	11500	0.82	11.22	500	7000	3253.2	1.77	1.72	1.66	1.64	39.89	1.02	39.29	chr07	1399503	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003826.1	3	37003	2.64	100	2003	28500	14179.29	0.13	0.08	0.12	0.12	39.89	1.02	39.29	chr07	1399503	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.17	1	39.29	chr08	1398693	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003827.1	6	76193	5.45	100	5000	37500	12437.44	0.13	0.02	0.09	0.04	39.17	1	39.29	chr08	1398693	VNI	Euploid	Small	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003828.1	2	9500	0.8	96.31	2500	7000	3181.98	1.65	1.65	1.66	1.64	40.38	1.03	39.29	chr09	1186808	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003828.1	3	47308	3.99	100	3500	25308	11157.49	0.18	0	0.04	0	40.38	1.03	39.29	chr09	1186808	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003829.1	1	8000	0.75	0.75	8000	8000	NA	1.59	1.72	1.69	1.71	39.67	1.01	39.29	chr10	1059964	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003829.1	3	19464	1.84	100	1000	11000	5070.94	0.14	0.02	0.08	0.06	39.67	1.01	39.29	chr10	1059964	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.12	0.97	39.29	chr11	1561994	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003830.1	5	82494	5.28	100	6500	35500	11978.65	0.16	0	0.07	0.01	38.12	0.97	39.29	chr11	1561994	VNI	Euploid	Small	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003831.1	2	19500	2.52	96.31	3000	16500	9545.94	1.7	1.69	1.66	1.63	43.23	1.1	39.29	chr12	774062	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003831.1	3	23062	2.98	100	62	16000	7991.2	0.17	0.02	0.09	0.01	43.23	1.1	39.29	chr12	774062	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003832.1	2	17500	2.31	2.64	1000	16500	10960.16	2.35	1.89	2.28	1.79	42.01	1.07	39.29	chr13	756744	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003832.1	3	38500	5.09	82.33	8500	20000	6251.67	0.24	0.1	0.16	0.12	42.01	1.07	39.29	chr13	756744	VNI	Euploid	Small	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	duplication	CP003833.2	2	6500	0.69	0.8	1000	5500	3181.98	1.82	1.71	1.68	1.68	40.71	1.04	39.29	chr14	942867	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142723	deletion	CP003833.2	2	21867	2.32	52.33	6367	15500	6458.01	0.1	0.02	0.06	0.02	40.71	1.04	39.29	chr14	942867	VNI	Euploid	Absent	BK60	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003820.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.63	1.02	30.17	chr01	2291499	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003820.1	5	48000	2.09	99.85	6500	16000	3895.51	0.09	0	0.06	0.03	30.63	1.02	30.17	chr01	2291499	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003821.1	1	6500	0.4	0.4	6500	6500	NA	47.32	50.8	45.67	50.17	30.36	1.01	30.17	chr02	1621675	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003821.1	2	52675	3.25	48.23	1175	51500	35585.15	0.15	0.02	0.09	0.04	30.36	1.01	30.17	chr02	1621675	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003822.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.42	1.01	30.17	chr03	1575141	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003822.1	3	37641	2.39	100	3141	24500	10904.91	0.11	0	0.04	0	30.42	1.01	30.17	chr03	1575141	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	29.74	0.99	30.17	chr04	1084805	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003823.1	4	39805	3.67	100	1000	21000	8268.69	0.21	0.02	0.1	0.06	29.74	0.99	30.17	chr04	1084805	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.67	1.02	30.17	chr05	1814975	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003824.1	4	24975	1.38	100	3000	10500	3178.73	0.21	0.08	0.15	0.09	30.67	1.02	30.17	chr05	1814975	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.15	1	30.17	chr06	1422463	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003825.1	3	25463	1.79	100	2500	19500	9549.11	0.14	0.02	0.05	0.03	30.15	1	30.17	chr06	1422463	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003826.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.17	1	30.17	chr07	1399503	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003826.1	3	35503	2.54	100	1003	28000	14267.12	0.13	0.04	0.07	0.05	30.17	1	30.17	chr07	1399503	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.32	1	30.17	chr08	1398693	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003827.1	6	75693	5.41	100	4000	37000	12341.39	0.12	0.01	0.08	0.02	30.32	1	30.17	chr08	1398693	VNI	Euploid	Small	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	29.84	0.99	30.17	chr09	1186808	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003828.1	3	47308	3.99	100	3500	25308	11157.49	0.2	0	0.04	0	29.84	0.99	30.17	chr09	1186808	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.38	1.01	30.17	chr10	1059964	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003829.1	3	18964	1.79	100	1500	10500	4534.29	0.17	0.01	0.08	0.09	30.38	1.01	30.17	chr10	1059964	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	29.85	0.99	30.17	chr11	1561994	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003830.1	6	79494	5.09	100	1500	31000	10763.72	0.17	0	0.07	0.01	29.85	0.99	30.17	chr11	1561994	VNI	Euploid	Small	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	29.68	0.98	30.17	chr12	774062	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003831.1	3	28062	3.63	100	62	17000	8588.13	0.14	0.02	0.09	0.07	29.68	0.98	30.17	chr12	774062	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003832.1	1	7500	0.99	0.99	7500	7500	NA	2.11	2.06	1.9	1.89	29.77	0.99	30.17	chr13	756744	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003832.1	4	41500	5.48	99.84	2500	20000	7318.64	0.25	0.06	0.13	0.09	29.77	0.99	30.17	chr13	756744	VNI	Euploid	Small	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	duplication	CP003833.2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	29.25	0.97	30.17	chr14	942867	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542392	deletion	CP003833.2	2	23367	2.48	52.33	8367	15000	4690.24	0.16	0.02	0.09	0.02	29.25	0.97	30.17	chr14	942867	VNI	Euploid	Absent	BK62	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003820.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.14	0.95	41.14	chr01	2291499	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003820.1	6	57000	2.49	99.91	6500	15500	3646.92	0.11	0	0.07	0.02	39.14	0.95	41.14	chr01	2291499	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003821.1	1	6500	0.4	0.4	6500	6500	NA	49.3	51.19	47.55	51.02	39.32	0.96	41.14	chr02	1621675	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003821.1	4	52175	3.22	83.35	1175	26000	13029.75	0.19	0.05	0.13	0.06	39.32	0.96	41.14	chr02	1621675	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003822.1	1	4000	0.25	0.25	4000	4000	NA	7.36	8.36	4.06	4.06	40.52	0.98	41.14	chr03	1575141	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003822.1	3	36641	2.33	100	3141	24500	11036.19	0.09	0	0.04	0	40.52	0.98	41.14	chr03	1575141	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.66	1.04	41.14	chr04	1084805	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003823.1	3	37805	3.48	100	7305	22000	8161.1	0.21	0.04	0.1	0.06	42.66	1.04	41.14	chr04	1084805	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.28	0.98	41.14	chr05	1814975	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003824.1	4	25975	1.43	100	3000	11500	3632.05	0.19	0.09	0.18	0.2	40.28	0.98	41.14	chr05	1814975	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.69	1.01	41.14	chr06	1422463	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003825.1	3	25463	1.79	100	2500	19500	9549.11	0.16	0.05	0.1	0.05	41.69	1.01	41.14	chr06	1422463	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003826.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.72	1.01	41.14	chr07	1399503	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003826.1	3	36003	2.57	100	1003	28500	14550.5	0.13	0.08	0.12	0.13	41.72	1.01	41.14	chr07	1399503	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.08	1	41.14	chr08	1398693	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003827.1	6	75193	5.38	100	4000	37500	12567.26	0.13	0.02	0.08	0.07	41.08	1	41.14	chr08	1398693	VNI	Euploid	Small	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.33	1.03	41.14	chr09	1186808	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003828.1	3	46808	3.94	100	3500	24808	10945.48	0.22	0	0.04	0	42.33	1.03	41.14	chr09	1186808	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003829.1	1	4000	0.38	0.38	4000	4000	NA	2.26	2.36	2.09	2.14	43.11	1.05	41.14	chr10	1059964	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003829.1	3	18964	1.79	100	500	11000	5342.45	0.1	0.02	0.07	0.07	43.11	1.05	41.14	chr10	1059964	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.33	0.98	41.14	chr11	1561994	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003830.1	5	82494	5.28	100	6500	36000	12221.42	0.17	0.01	0.07	0.03	40.33	0.98	41.14	chr11	1561994	VNI	Euploid	Small	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	44.27	1.08	41.14	chr12	774062	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003831.1	2	23000	2.97	19.89	7000	16000	6363.96	0.17	0.01	0.08	0.01	44.27	1.08	41.14	chr12	774062	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003832.1	1	8000	1.06	1.06	8000	8000	NA	2.94	2.89	2.69	2.74	43.92	1.07	41.14	chr13	756744	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003832.1	3	37500	4.96	82.19	8000	20000	6538.35	0.24	0.09	0.15	0.1	43.92	1.07	41.14	chr13	756744	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	duplication	CP003833.2	1	2000	0.21	0.21	2000	2000	NA	1.69	1.66	1.64	1.64	42.65	1.04	41.14	chr14	942867	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142725	deletion	CP003833.2	2	22867	2.43	52.33	6867	16000	6458.01	0.11	0.02	0.07	0.02	42.65	1.04	41.14	chr14	942867	VNI	Euploid	Absent	BK63	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003820.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	25.32	1.01	25.16	chr01	2291499	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003820.1	5	51000	2.23	99.98	6000	17000	4535.97	0.1	0	0.06	0	25.32	1.01	25.16	chr01	2291499	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003821.1	1	6500	0.4	0.4	6500	6500	NA	54.96	57.35	51.98	56.57	25.26	1	25.16	chr02	1621675	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003821.1	2	52175	3.22	48.2	1175	51000	35231.6	0.15	0.02	0.09	0.03	25.26	1	25.16	chr02	1621675	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
